0.0	-0.0
0.0	0.13157895
0.0	0.13157895
0.0	0.13157895
0.0	0.13157895
0.0	0.13157895
0.0	0.39473683
93.333336	47.105263
143.33333	46.973686
173.33334	46.578945
226.66667	46.05263
266.66666	45.657898
333.33334	44.736843
410.0	43.421055
456.6667	42.763157
500.0	41.44737
543.3333	40.789474
590.0	39.473682
646.6666	38.026318
690.0	36.31579
733.3333	35.0
783.3334	33.81579
806.6666	33.026318
846.6667	31.710527
870.0	30.921051
886.6666	30.131578
923.3334	29.078949
956.6666	28.157894
986.6667	26.973684
1033.3334	25.789473
1066.6666	24.210527
1103.3334	23.289473
1146.6666	22.105263
1206.6666	20.394737
1253.3334	19.078947
1290.0	18.157894
1330.0	17.236841
1370.0	16.578947
1393.3334	16.184212
1430.0001	15.263158
1460.0	15.0
1506.6666	14.473684
1540.0	13.684211
1583.3333	13.552631
1626.6666	13.157894
1670.0	12.631578
1693.3334	12.631578
1733.3333	12.368422
1766.6666	12.368422
1800.0	12.631578
1823.3334	11.973684
1860.0	11.842106
1883.3333	11.7105255
1913.3333	11.447369
1936.6666	11.447369
1976.6667	11.052631
2000.0	10.657894
2043.3333	10.394736
2073.3333	10.0
2096.6665	9.473684
2126.6667	8.947369
2156.6667	8.552631
2180.0	7.763158
