0.0	-0.0
73.333336	35.526318
90.0	35.526318
110.0	35.526318
143.33333	35.394737
166.66667	35.0
196.66666	34.736843
226.66667	34.342106
250.0	33.94737
286.66666	33.289474
323.3333	32.631577
360.0	31.842106
396.66666	30.921051
420.0	30.394737
450.0	29.605263
483.33334	28.947369
506.6667	28.157894
533.3333	27.5
563.3334	26.710527
593.3333	25.789473
616.6667	25.0
633.3334	24.473684
653.3333	23.947369
676.6667	23.421051
700.0	22.763157
720.0	22.105263
746.6667	21.315788
770.0	20.657894
796.6666	19.868422
816.6667	19.342106
833.3333	18.947369
856.6667	18.026316
890.0	17.763159
903.3333	17.368422
923.3334	16.578947
946.6666	16.052631
976.6667	15.394736
1009.99994	14.736842
1033.3334	14.078947
1070.0	13.552631
1100.0	12.631578
1130.0	12.105264
1163.3334	11.7105255
1190.0	11.184211
1216.6666	10.921053
1250.0	10.263158
1283.3333	9.868421
1310.0	9.473684
1333.3334	9.473684
1376.6667	8.947369
1410.0	8.552631
1436.6666	8.421053
1470.0	8.289474
1500.0	8.026316
1536.6667	8.026316
1573.3333	7.763158
1603.3333	7.763158
1633.3334	7.763158
1663.3334	7.5
1703.3334	7.368421
1740.0	7.236842
1783.3334	7.236842
1810.0	7.236842
1843.3334	7.1052628
1869.9999	6.9736843
1910.0	6.7105265
1930.0	6.8421054
1963.3334	6.578947
1990.0	6.447368
2023.3333	6.184211
2043.3333	6.052632
2073.3333	5.5263157
2106.6665	5.263158
2136.6667	4.605263
2160.0	4.2105265
2186.6667	3.8157895
